"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"NBPF8",8.06053,7.77604,8.3274,7.28257,7.34352,5.38393,8.56161,7.66442
"NBPF9",8.06053,7.77604,8.3274,7.28257,7.34352,5.38393,8.56161,7.66442
"NBR1",6.14136,7.11144,7.01518,6.43074,4.94591,7.58085,6.96872,6.94995
"NBR2",2.59737,3.43418,2.28639,2.33,2.94776,2.32567,2.90186,3.54224
"NCALD",2.98397,2.79181,2.29615,2.66763,3.2707,2.75515,2.38072,2.54937
"NCAM1",4.36636,4.38664,2.78508,2.81169,2.63508,5.64387,2.34539,3.55916
"NCAM2",0.19345,0.225209,0.431534,0.276351,1.03012,1.02012,0.529884,0.0614361
"NCAN",2.44734,2.52595,2.08489,3.0203,3.25733,3.38128,3.18681,2.52851
"NCAPD2",2.22513,2.09972,1.83916,1.57413,1.89339,1.12693,1.98039,1.29233
"NCAPD3",1.66698,1.55571,1.47909,0.868744,0.904863,2.2081,1.1558,1.26305
"NCAPG",0.759458,1.69256,0.860804,1.13149,0.306233,1.84735,1.09027,1.56829
"NCAPG2",0.762951,1.33971,1.32794,1.14298,0.988991,0.421679,1.33916,1.19762
"NCAPH",0.392055,0.166717,0.0411039,0.115809,0.323324,-0.100866,0.243486,0.332443
"NCAPH2",3.30223,1.63912,2.75473,2.6677,3.5165,2.78215,1.99729,2.99242
"NCBP1",3.37588,3.42335,3.71977,1.80889,3.7211,1.94564,3.16121,3.12017
"NCBP2",2.81226,4.52523,4.72182,3.74226,3.19789,4.62854,4.45921,4.76461
"NCDN",2.39897,1.45335,0.909373,1.40577,1.09855,1.61895,0.598766,1.31567
"NCEH1",0.986445,0.396569,0.477487,0.356519,0.391011,0.82177,0.706538,0.674843
"NCF1",1.9584,1.51107,1.57963,1.63291,1.94507,1.05032,1.48009,1.47534
"NCF1B",1.9584,1.51107,1.57963,1.63291,1.94507,1.05032,1.48009,1.47534
"NCF1C",1.9584,1.51107,1.57963,1.63291,1.94507,1.05032,1.48009,1.47534
"NCF2",4.35671,3.3225,4.3932,2.84094,1.45365,1.91934,3.49717,2.76821
"NCF4",2.93312,2.99432,3.58775,2.71435,2.80264,3.23821,2.37908,2.56967
"NCK1",4.44366,3.64736,3.68929,3.64423,4.60137,1.39283,4.06577,3.65262
"NCK2",5.25592,5.21212,5.0786,5.07294,4.56992,5.0111,4.67372,4.39739
"NCKAP1",2.63995,4.82528,4.48799,4.06282,3.30073,5.74562,4.62476,5.38489
"NCKAP1L",1.39303,0.838678,1.29356,1.30963,1.5973,0.765397,1.38492,0.945018
"NCKAP5",0.153547,0.714007,-0.196892,1.80027,2.33647,0.92811,0.30005,0.983889
"NCKAP5L",2.10735,2.55151,2.40419,2.95488,2.90503,1.74464,2.91829,2.36675
"NCKIPSD",2.32774,1.92521,1.58143,2.07135,1.88516,2.12325,2.30008,2.15288
"NCL",6.689,7.1265,6.97554,6.6187,6.26536,7.03214,6.88964,7.22261
"NCLN",0.924242,1.14478,1.21403,1.54002,1.75885,2.22479,1.35355,1.37349
"NCOA1",3.41493,3.16242,3.45844,3.34619,2.83762,2.37466,4.05092,3.00699
"NCOA2",2.89028,2.9995,3.43959,3.09962,3.22359,3.77865,4.24873,3.49425
"NCOA3",4.02724,5.56733,6.18632,3.83506,3.26558,5.71702,5.66781,5.65539
"NCOA4",5.16947,6.08944,5.6468,5.41054,3.14004,5.90876,6.44067,6.125
"NCOA5",2.19,2.88567,2.15776,1.79701,1.49021,2.23747,2.44575,2.31346
"NCOA6",2.94273,3.40006,3.46754,3.0494,3.27993,3.48631,3.31122,3.61789
"NCOA7",2.02072,1.69112,2.55524,1.94598,1.20056,1.49169,2.9113,3.04794
"NCOR1",2.29177,3.30221,3.13121,2.7392,1.88056,2.9992,3.23821,3.20251
"NCOR2",5.55672,5.61582,5.37802,4.8465,5.22742,5.19148,6.01374,4.76894
"NCR1",0.985729,1.26811,1.01663,2.60199,2.29332,2.1619,1.16101,1.34214
"NCR2",2.71732,1.73028,2.23634,1.58395,1.38189,0.956981,1.7847,2.55581
"NCR3",1.31946,0.979064,0.699987,1.58128,1.20504,0.938147,0.782171,1.30037
"NCRNA00028",1.84224,1.75584,1.63029,2.18586,2.33647,2.38074,1.72778,2.35466
"NCRNA00029",1.71517,1.01505,1.13189,1.13189,1.28202,1.1314,1.10203,1.01146
"NCRNA00032",0.584259,0.681065,0.739441,1.15989,1.64114,0.99341,0.878177,1.13215
"NCRNA00051",0.289009,0.261696,0.411322,0.402154,0.871726,0.856561,0.41309,0.154609
"NCRNA00052",0.779862,0.478917,0.732918,0.322363,0.899131,0.234769,0.780432,0.396738
"NCRNA00081",3.94484,5.97172,5.78187,4.12942,2.33647,4.90419,5.63929,5.79062
"NCRNA00085",2.17852,1.77755,2.10661,1.38955,0.799107,0.779862,0.782171,1.15675
"NCRNA00086",2.59214,2.62589,1.68984,3.0847,2.89214,2.79465,3.12661,2.56134
"NCRNA00087",2.59214,2.62589,1.68984,3.0847,2.89214,2.79465,3.12661,2.56134
"NCRNA00092",2.40873,1.90653,1.96171,2.98611,1.45605,2.1706,1.42224,2.66288
"NCRNA00094",2.45468,2.43162,2.84994,1.18943,1.64305,0.51715,3.47743,2.85292
"NCRNA00095",1.40641,1.26705,1.33011,1.24808,1.43495,1.71599,1.32047,1.53003
"NCRNA00102",0.645585,0.298977,0.715729,0.35507,0.585974,0.699005,0.583772,0.568742
"NCRNA00103",3.03747,2.28696,2.23944,2.63961,1.97962,2.61345,3.2369,2.7897
"NCRNA00105",3.02458,2.19709,2.2,2.90234,2.91139,2.48488,2.36991,2.4794
"NCRNA00107",0.849118,1.08276,0.792291,0.792291,2.82123,1.97746,0.745968,1.06887
"NCRNA00110",0.816793,1.2871,0.937668,0.0611356,0.187897,0.543963,0.440114,1.08885
"NCRNA00112",0.658775,0.34948,0.236257,0.568118,1.35319,0.614301,0.330796,1.06651
"NCRNA00113",0.530659,0.749881,0.263064,0.496082,1.3945,0.886514,0.53947,1.34036
"NCRNA00115",1.6679,2.52122,1.39857,1.78714,1.28218,2.37466,2.12551,2.1816
"NCRNA00116",2.68094,2.99502,2.6817,2.04058,2.64313,3.01156,2.98991,3.14001
"NCRNA00118",0.806814,0.478917,0.481466,0.628787,1.2898,0.225092,0.663905,0.45655
"NCRNA00119",1.36121,1.19184,1.19184,1.29561,2.15239,0.893537,1.67761,1.02906
"NCRNA00120",-0.108926,-0.0379784,-0.0798735,-0.122352,0.186525,0.440596,0.0154093,-0.107644
"NCRNA00152",6.52323,5.73767,6.8482,5.45263,5.03511,1.82986,5.57549,4.58699
"NCRNA00158",0.225669,0.287722,0.30928,0.258116,0.473355,0.62982,0.824484,0.943834
"NCRNA00161",0.533211,0.423721,0.365324,0.0857896,0.807023,0.144467,0.232419,0.489484
"NCRNA00162",0.0989278,0.00645912,0.449722,0.28418,1.59558,1.01607,0.907059,0.517839
"NCRNA00163",1.08885,1.15046,0.496049,0.531719,0.0222281,0.806196,0.9548,0.645614
"NCRNA00164",0.930573,0.725767,1.01486,1.41051,1.78041,0.469695,0.602406,0.765145
"NCRNA00167",1.04396,0.561691,0.762988,1.15989,0.613894,0.832007,0.982278,0.832541
"NCRNA00168",1.49428,0.931701,0.51945,2.4844,1.12094,0.831363,0.946387,0.934343
"NCRNA00171",0.899082,1.27348,1.22525,1.22199,1.40706,0.973058,1.01691,1.64951
"NCRNA00173",1.40655,1.34579,1.47499,1.57417,1.71455,2.10294,1.46262,1.62948
"NCRNA00174",0.596513,0.559704,0.81223,1.15989,1.39905,1.16286,-0.197374,0.6754
"NCRNA00175",1.7315,0.913097,1.39264,1.56628,1.45016,1.16286,1.5161,1.62873
"NCRNA00176",0.923072,0.519251,0.405985,1.15989,0.625435,0.184952,0.258924,0.155629
"NCRNA00181",2.42409,3.2372,2.3577,1.03426,0.871726,0.436265,0.690112,1.25014
"NCRNA00182",5.01806,5.61477,5.15242,4.58455,5.56721,4.55047,6.29119,5.54748
"NCRNA00183",2.45092,3.5596,3.23341,1.94131,1.95369,3.95618,3.23065,2.85843
"NCRNA00184",0.634886,0.429568,0.409304,0.313129,1.96263,1.48754,-0.0234367,0.33013
"NCRNA00185",0.842056,0.635318,0.280903,0.708493,0.283058,-0.149422,1.72608,1.84016
"NCRNA00186",0.574803,0.281335,-0.196754,0.118011,0.970642,0.294381,0.494494,0.330736
"NCRNA00188",7.83732,7.80641,7.86219,7.35604,7.43993,7.09346,8.57281,7.89642
"NCRNA00189",1.01522,0.743967,0.65741,1.42536,1.12666,1.0124,0.48449,1.4631
"NCRNA00201",5.2026,5.41209,6.86713,3.8136,4.87453,5.74562,5.45396,5.39918
"NCRNA00202",2.2254,2.29237,2.25808,1.79312,2.01969,1.09095,1.70887,1.8614
"NCRNA00203",1.97176,1.61248,1.45861,1.50764,2.44192,2.08559,1.73542,1.31786
"NCRNA00204",1.21911,1.33443,1.24706,0.513764,0.773313,1.33221,1.6537,1.49451
"NCRNA00204B",1.72725,1.28876,1.47116,2.33647,1.58855,1.58855,1.51893,1.60677
"NCRNA00205",1.25101,1.36757,0.913722,0.879545,1.15457,1.5968,1.70976,1.09262
"NCRNA00213",0.532543,0.452334,1.08556,0.468111,0.675233,0.323579,0.532254,0.875329
"NCRNA00216",4.27841,2.40147,2.66306,3.71071,3.52682,2.28653,3.09427,2.39467
"NCRNA00219",1.6727,3.56522,2.64886,3.44772,3.63163,4.40668,3.8154,3.43705
"NCRNA00226",-0.0840802,-0.0281558,-0.145332,0.0929003,0.880941,0.196562,-0.211532,0.0733224
"NCRNA00230A",1.20361,0.889476,0.82828,1.44669,1.16489,1.36464,1.22552,1.45003
"NCRNA00230B",0.692123,0.525899,0.0279396,0.523517,0.699859,0.704786,1.62227,0.9551
"NCRNA00236",0.391591,0.195076,0.652652,0.702847,0.557661,0.545198,0.278071,0.720567
"NCS1",1.24722,3.12919,2.70258,1.48425,1.11853,0.812336,1.28969,1.3293
"NCSTN",2.24477,1.64231,2.20063,0.632313,0.628389,1.56993,2.62348,1.69105
"NDC80",0.478917,1.47927,1.75534,0.538768,0.358927,0.748802,0.908231,0.522781
"NDE1",4.6334,4.98074,2.12059,1.65924,3.26623,2.74071,3.00792,1.31485
"NDEL1",2.96873,2.89234,4.17403,3.19789,2.92002,2.68535,2.75139,3.18708
"NDFIP1",3.6503,4.58473,4.38637,3.59575,3.44436,4.465,3.94147,4.37369
"NDFIP2",3.07422,2.84926,2.84458,3.71408,2.93465,4.51475,3.03492,3.03492
"NDN",6.02136,7.26647,6.05685,6.40482,5.52402,7.81122,7.41265,6.99006
"NDNL2",2.62436,3.43778,3.7894,3.45398,3.05404,3.95238,3.31621,3.55349
"NDOR1",3.33517,2.68816,2.69047,2.07917,2.64313,1.965,2.39794,2.11779
"NDP",0.578432,0.496455,0.489296,0.565119,0.532816,1.68722,0.591563,1.2182
"NDRG1",6.75399,6.83784,7.05614,5.52276,4.34117,8.19681,8.28583,7.39452
"NDRG2",4.8154,5.42226,4.32755,4.60097,4.9326,6.06733,6.77755,5.99718
"NDRG3",3.27225,4.15528,3.49699,2.31954,2.85109,4.89583,3.1623,3.96613
"NDRG4",1.28226,1.26239,0.998233,1.41526,0.883633,1.26103,1.42607,1.46848
"NDST1",2.50572,2.45061,2.53497,2.32233,2.20385,2.70072,2.11534,2.79561
"NDST2",1.68807,1.85833,1.28119,1.02818,0.554867,1.57569,1.56789,1.23118
"NDST3",0.413582,0.478917,0.478917,0.539046,0.573538,0.993193,0.290117,0.611999
"NDST4",0.58735,0.299464,0.553544,0.626756,0.399224,1.37807,0.459623,0.483103
"NDUFA1",6.27434,7.16518,7.09177,7.18876,5.58447,6.8699,7.87002,7.5421
"NDUFA10",3.7927,3.76899,3.74194,2.79311,1.89856,3.07413,3.95354,3.6654
"NDUFA11",5.13594,4.10611,3.65074,4.42274,4.18773,3.10853,4.49049,4.22027
"NDUFA12",4.23959,5.25784,5.39998,5.29188,4.24681,4.96712,5.94259,5.54642
"NDUFA13",4.29087,3.52039,4.21685,3.64349,2.51205,2.21854,4.19991,3.52803
"NDUFA2",3.34515,4.6704,4.80071,4.15833,4.03591,3.46821,5.41545,4.94388
"NDUFA3",4.99166,4.01715,3.80519,3.45989,3.49272,2.74378,4.31044,4.06541
"NDUFA4",5.86336,7.11946,7.55019,6.66116,3.97809,7.024,7.61669,7.40868
"NDUFA4L2",0.962166,1.14405,1.09256,1.38068,0.547479,1.01896,1.21766,1.6446
"NDUFA5",3.43436,3.41066,3.31731,3.49197,0.961695,4.64799,3.88587,3.76116
"NDUFA6",4.49653,4.5239,4.81472,4.76856,1.89001,4.56218,6.36638,4.75409
"NDUFA7",0.705364,1.42855,1.37437,0.815443,1.00545,1.86963,1.37437,1.48203
"NDUFA8",2.39321,4.55678,5.43465,3.39129,1.84644,3.64756,5.52477,4.47346
"NDUFA9",4.0148,3.96136,3.9949,3.39638,2.84207,3.79903,4.84553,4.16147
"NDUFAB1",4.23055,4.84653,4.58838,4.78812,2.7323,4.91014,5.69199,4.83282
"NDUFAF1",1.67178,2.01148,1.71999,2.41403,1.45465,1.70536,2.17445,1.78796
"NDUFAF2",4.9012,4.55891,4.89948,5.39655,3.60457,4.65305,4.64884,4.40801
"NDUFAF3",1.33547,0.604304,0.668166,0.0615087,0.444479,0.149028,1.28054,0.756003
"NDUFAF4",1.35776,1.47268,1.69686,0.961934,0.89407,1.21226,2.7225,2.73631
"NDUFB1",6.16549,6.80969,6.28067,7.01724,5.60369,6.62689,7.47169,7.30347
"NDUFB10",5.07373,5.20444,5.09817,4.26895,3.03285,4.81921,5.3118,5.06284
"NDUFB11",4.07525,4.14767,3.69821,3.57792,1.23671,2.64377,4.51131,3.78631
"NDUFB2",7.23511,7.89891,7.91207,7.54876,6.55636,7.38457,8.5513,8.28634
"NDUFB3",3.2501,3.63889,4.12559,3.88205,3.88326,4.22841,4.22134,4.24777
"NDUFB4",4.13376,4.9795,4.7841,3.92255,4.23455,5.17074,6.36,5.6505
"NDUFB5",4.15851,4.96176,4.54935,4.26524,4.33001,5.4799,5.72707,5.54049
"NDUFB6",1.62873,2.15015,2.41481,1.97154,1.35409,1.5968,3.37378,3.13318
"NDUFB7",4.18248,3.61738,3.27284,3.62543,2.59646,1.48132,4.87629,3.79996
"NDUFB8",6.06368,6.06368,5.33831,6.03436,4.75971,6.45995,6.51523,6.35649
"NDUFB9",3.90627,5.39949,4.99866,4.19809,1.64953,5.57661,5.71352,5.58708
"NDUFC1",2.71261,3.59438,3.20162,4.06264,3.90103,4.10083,4.11026,4.16207
"NDUFC2",5.11277,5.34592,5.92879,4.75704,4.10105,4.74126,7.04116,5.7075
"NDUFS1",4.77346,4.50401,3.95483,3.62383,3.03875,3.0166,5.53067,4.44274
"NDUFS2",2.72319,3.62669,4.17566,2.93346,3.0201,2.07661,4.31977,3.27176
"NDUFS3",4.21609,3.8058,3.94563,3.98991,3.99056,3.68205,4.76612,3.98028
"NDUFS4",3.90995,4.15493,4.27144,2.91435,2.09472,3.76139,4.91604,4.76491
"NDUFS5",7.40038,7.37223,7.79995,6.55535,5.85825,6.81079,7.93899,7.39064
"NDUFS6",7.0008,7.454,7.32379,6.93344,5.95683,6.7354,7.65488,7.44409
"NDUFS7",1.57981,1.75871,1.28262,2.03675,2.92049,1.6706,1.59967,1.61003
"NDUFS8",5.97671,7.34953,6.62348,6.8895,6.91518,7.09858,6.02729,7.82453
"NDUFV1",4.39294,4.19041,3.73991,2.30588,1.11072,3.17426,4.82086,3.47309
"NDUFV2",2.95227,4.00815,4.23959,3.0009,2.57107,4.15095,4.42506,4.31118
"NDUFV3",5.84088,4.8642,4.48798,3.59019,4.77637,4.13634,6.0014,4.64502
"NEAT1",8.73606,9.35413,10.2278,8.44894,9.26992,8.323,9.30421,9.21609
"NEB",1.06168,1.20096,1.06814,1.2691,1.35806,0.717528,1.15423,0.976321
"NEBL",1.31452,1.24683,0.88647,2.22175,1.08848,1.5968,0.948819,0.971879
"NECAB1",0.0762578,0.0781579,-0.142217,0.0629447,0.280984,0.0297907,0.0351516,0.353786
"NECAB2",1.58714,1.31657,1.31827,0.900633,1.685,1.0554,1.34064,1.24454
"NECAB3",1.65297,1.09207,0.988914,2.46333,1.07645,1.14074,1.29077,1.19152
"NECAP1",0.904913,0.839809,0.994192,1.61651,1.49919,2.17907,1.31826,1.33394
"NECAP2",3.00006,3.35871,3.33734,2.93669,2.55312,3.26719,3.12103,3.54389
"NEDD1",3.243,3.83051,3.08418,2.07895,2.60354,3.23821,3.70122,3.54785
"NEDD4",0.902064,1.35494,1.8665,0.736532,0.769471,1.40029,1.18899,1.04844
"NEDD4L",1.86445,1.59822,1.26885,1.90675,2.01179,2.0427,2.49468,1.8511
"NEDD8",5.40434,5.73096,6.25254,5.25647,4.62324,4.60552,6.49966,5.67024
"NEDD9",3.73031,2.26564,3.3694,2.80654,1.87719,3.50624,3.02069,2.36771
"NEFH",1.68687,0.524001,0.77813,0.39516,0.482679,0.174861,0.870799,0.628706
"NEFL",1.05859,1.20272,1.02531,1.28994,1.08479,1.05371,1.12841,1.08479
"NEFM",0.384522,0.470106,0.478917,0.247179,0.434047,0.522619,0.42756,0.324881
"NEGR1",1.7088,2.85622,1.16616,1.7091,1.10754,3.51871,4.76323,4.44931
"NEIL1",2.14822,1.96416,1.80443,1.91137,2.97302,1.85689,1.75383,2.43487
"NEIL2",5.05767,5.34323,5.08914,5.18111,4.51326,4.92412,5.99963,5.47587
"NEIL3",0.566471,0.16055,0.187277,0.900554,0.928992,-0.128414,0.525405,-0.0832568
"NEK1",2.8609,3.70816,3.73447,3.0738,2.95599,2.68212,3.9144,4.14443
"NEK10",0.596513,0.701473,0.691679,1.08485,1.25234,0.0731344,0.296969,0.67512
"NEK11",1.47446,1.5149,1.38466,0.879545,0.920713,0.699912,2.32574,0.927091
"NEK2",0.260181,0.0103025,0.211204,0.402154,1.54417,0.492252,0.288965,0.169942
"NEK3",3.0382,4.45158,4.40653,2.59419,3.81449,4.29522,3.71721,4.32728
"NEK4",0.147223,0.674189,0.430145,1.11719,0.630531,1.26436,1.27186,0.493278
"NEK6",3.54476,4.91535,5.52716,3.50657,3.68682,2.65682,4.21001,3.64196
"NEK7",3.64868,5.59476,6.3859,3.59507,4.3455,6.06062,6.59905,6.07841
"NEK8",0.847525,0.782579,0.890504,1.92907,2.16628,2.24801,0.535083,1.58525
"NEK9",4.71921,5.38438,6.24787,5.35314,4.025,6.15936,6.56979,6.32814
"NELF",2.09468,1.62245,0.881002,1.92384,1.3546,1.38344,1.02627,1.63478
"NELL1",0.844768,0.90834,0.833052,1.08474,0.89228,0.713068,0.619645,1.11676
"NELL2",0.309553,0.691422,0.321292,0.652899,0.531406,0.877543,0.775659,0.37157
"NENF",6.17593,6.58034,6.00283,4.75798,5.05912,5.26878,5.87889,5.66675
"NEO1",3.71078,4.69147,4.14333,4.57847,3.53963,4.83084,3.88033,4.5692
"NES",3.37142,2.73429,2.43876,2.74931,1.85015,2.70903,2.57058,2.67151
"NET1",4.97655,7.15403,4.80953,4.31193,5.38397,7.64796,6.84844,6.66873
"NETO1",0.332617,0.382231,0.474332,0.373837,0.189829,0.579926,0.302616,0.229621
"NETO2",2.13565,1.2058,1.78539,2.22476,1.53195,1.71739,1.69092,1.95024
"NEU1",1.52389,1.84901,2.65853,0.67316,0.959859,1.633,2.02589,0.915452
"NEU2",1.103,1.02969,1.25378,0.693035,0.874738,0.747934,0.489636,0.78217
"NEU3",2.01948,1.67274,1.44168,1.06572,0.514915,1.37186,1.86544,1.61966
"NEU4",1.22003,1.41771,0.950386,1.20358,1.36387,1.44291,1.03739,1.25095
"NEURL",1.27315,1.21778,1.39066,1.81702,0.801372,0.924516,0.933457,1.47179
"NEURL1B",3.95772,5.4631,4.41488,3.19789,4.68384,4.95385,4.4129,5.96775
"NEURL2",1.88859,1.40135,1.97882,1.55235,1.56838,1.32875,1.46554,1.34259
"NEURL3",0.178201,0.191953,0.246404,0.891362,0.276854,0.727451,0.0577553,0.509965
"NEURL4",0.598928,0.139542,0.398213,0.254273,0.587312,-0.149422,0.314318,-0.0535412
"NEUROD1",0.44764,0.316089,0.024012,0.632313,1.32878,0.779862,0.369715,0.44764
"NEUROD2",0.753971,0.499247,0.694359,1.15413,1.31913,0.864553,0.128659,0.658946
"NEUROD4",0.202424,0.261374,0.0852395,0.230386,0.510631,0.230386,0.189887,0.270886
"NEUROD6",0.299884,-0.0796029,-0.027883,-0.0158003,0.0259213,0.0760432,0.156832,0.238408
"NEUROG1",1.6918,1.57237,1.40631,1.6202,1.25102,1.81945,0.796133,1.79373
"NEUROG2",0.580744,0.919242,0.914332,1.52805,1.86367,1.44724,0.380468,0.940799
"NEUROG3",0.779862,0.67419,0.24514,1.21761,0.731323,1.23532,0.763742,0.64351
"NEXN",6.04745,4.70303,5.28417,3.79239,3.83521,2.64085,4.03548,2.25299
"NF1",3.04413,3.10979,3.07642,3.31519,4.04171,2.73483,3.41305,3.20765
"NF2",4.72893,3.34494,3.51148,3.32137,1.4432,2.40659,2.0972,1.65096
"NFAM1",2.90726,2.9017,2.53316,2.54493,3.12557,3.16375,2.20274,3.70924
"NFASC",2.39475,1.68866,1.18988,2.48078,1.53231,2.9992,2.1514,0.776997
"NFAT5",3.83109,4.07586,3.5656,3.20562,2.78164,4.53491,4.40343,4.85269
"NFATC1",3.56476,3.02564,2.77647,2.45291,1.56106,2.77149,2.59907,2.25523
"NFATC2",3.96144,3.41125,2.58927,2.74479,2.2121,2.52737,1.91627,2.14412
"NFATC2IP",4.61314,4.63673,3.82928,3.777,4.62173,4.21242,4.85745,4.42319
"NFATC3",4.03651,5.0109,4.69092,4.40835,4.44815,4.47165,5.41576,5.20883
"NFATC4",5.51529,5.28798,4.08382,4.5701,6.20954,5.78028,3.64322,4.86718
"NFE2",0.666472,0.762555,0.731442,0.595895,0.609208,0.505011,0.5858,0.389515
"NFE2L1",6.32792,6.38716,5.95626,5.80997,5.79443,6.89402,7.13448,6.08776
"NFE2L2",3.99705,3.69076,4.33821,2.71945,1.84122,4.19989,3.70682,4.15538
"NFE2L3",1.40274,2.1661,3.23533,1.71349,1.74267,1.03738,1.69666,2.02796
"NFE4",0.847086,0.589267,1.13155,0.813128,0.456828,0.725572,0.290662,0.88933
"NFIA",6.05643,6.75369,6.03155,6.1748,5.81546,7.25272,8.15895,7.70493
"NFIB",6.00657,7.92825,7.17905,6.49267,6.56012,7.44888,7.48175,7.74328
"NFIC",6.84586,5.24101,5.64409,4.45449,5.05442,4.69338,5.70393,5.57833
"NFIL3",4.02238,3.72885,6.48036,2.56265,2.46271,3.57712,2.60273,2.74952
"NFIX",6.86521,6.01005,6.22478,5.3585,6.12214,5.76718,5.64107,5.53826
"NFKB1",3.39544,2.7809,3.16386,2.03388,2.0151,3.0115,2.74877,2.65771
"NFKB2",1.58846,0.866074,1.41053,1.79227,1.17205,0.757924,0.543812,0.565665
"NFKBIA",6.82876,5.43626,6.5694,3.41269,5.10358,3.36176,5.25714,4.35162
"NFKBIB",2.22554,1.83855,1.62569,1.78706,2.04058,2.45429,1.81919,2.11351
"NFKBID",1.33569,0.417873,1.83959,0.632313,0.857735,0.83019,0.369715,0.637213
"NFKBIE",2.20688,2.79181,2.41677,1.99965,1.35216,1.5968,1.5968,2.69476
"NFKBIL1",2.98385,2.65057,2.3744,2.33647,2.57794,3.19697,2.38445,2.68887
"NFKBIL2",2.49623,1.68467,1.47847,1.75584,1.43723,1.58433,1.45559,1.73173
"NFKBIZ",5.6481,5.72806,8.016,3.95468,5.97483,4.75123,3.52834,3.71213
"NFRKB",2.23782,1.71686,2.0181,2.25961,1.83866,1.5968,2.18979,2.48402
"NFS1",0.384578,0.649037,0.753184,0.958358,0.703147,0.343411,0.634229,0.67401
"NFU1",3.30319,3.19917,2.95438,3.50657,2.32269,2.59225,5.40564,4.09341
"NFX1",3.66103,3.55651,3.82212,4.44485,3.50951,5.50621,3.54918,4.16927
"NFXL1",0.71042,0.510058,1.05878,1.01696,0.549849,1.88304,0.66463,0.502397
"NFYA",3.78926,4.10909,3.8274,2.61668,2.80355,2.98375,4.35818,4.02446
"NFYB",4.0042,3.50008,4.6186,5.07708,2.68135,2.47688,3.06056,2.79539
"NFYC",4.55631,5.20886,4.4461,4.21946,3.80782,4.52916,4.5214,4.44259
"NGB",2.73447,2.4826,2.89721,3.19826,3.28103,2.6272,2.26263,2.84219
"NGDN",2.32256,3.28289,3.81751,2.55636,1.50452,2.23599,3.43924,2.74565
"NGEF",2.11359,1.35925,0.927446,1.53065,1.24885,1.5968,0.952811,1.10771
"NGF",1.22521,0.674189,1.06014,0.713962,1.59558,1.18587,0.884653,0.660966
"NGFR",2.36214,2.05128,2.371,2.05952,2.90062,3.26322,2.56411,2.6691
"NGFRAP1",6.52098,6.65075,7.18995,6.8573,5.77968,7.75785,7.00385,6.39726
"NGLY1",3.20952,3.9639,4.57632,1.53966,2.63767,3.94252,4.0545,4.15912
"NGRN",5.57991,6.90252,6.88927,5.57278,4.60329,7.169,7.05284,6.8082
"NHEDC1",1.84016,1.01505,0.254273,1.5144,1.64232,1.01509,0.752736,1.29314
"NHEDC2",1.00102,1.69809,1.43964,0.923347,1.04398,1.40004,1.26822,1.25294
"NHEG1",0.231946,0.447819,0.478917,0.336218,0.655484,0.506771,0.221487,0.619759
"NHEJ1",1.11695,1.15207,1.0047,0.965113,0.965113,0.561173,1.30988,0.996468
"NHLH1",1.44961,0.849441,1.04474,1.41503,1.78052,1.57764,0.937668,1.24072
"NHLH2",1.89676,1.42086,1.25927,2.03388,1.59558,2.63269,1.73075,1.69423
"NHLRC2",3.88071,4.38701,3.74215,5.13746,4.12375,4.06589,5.04459,4.65577
"NHLRC3",4.50318,4.75878,5.59492,4.16412,3.76233,4.25164,5.31318,3.87693
"NHLRC4",1.29655,1.46743,1.57474,1.41594,1.20556,1.7057,1.16701,1.20077
"NHP2",4.33644,4.80563,4.9356,3.05091,2.57869,3.94798,5.71612,4.87991
"NHP2L1",4.51767,5.17703,4.60304,4.20578,3.52684,3.733,5.44367,4.91718
"NHS",2.52132,1.96723,1.5201,0.956505,1.32474,1.67986,1.69597,1.4983
"NHSL1",3.20714,3.02363,3.03149,2.95683,2.97374,2.15063,2.39413,2.65774
"NHSL2",0.4895,0.193932,0.586989,0.280085,1.107,1.61854,0.555288,0.353786
"NICN1",2.43912,2.50491,2.58085,2.02876,2.67041,2.8637,2.68407,2.54131
"NID1",4.03217,5.22662,5.27421,3.68535,4.98051,4.6807,5.7356,4.87348
"NID2",1.55497,3.29896,4.05006,2.87249,2.3619,3.44792,2.60989,4.51666
"NIF3L1",1.71824,2.91406,2.72066,2.33647,1.98602,2.16221,2.88694,2.45766
"NIN",4.58109,5.48291,4.78629,4.10642,3.80276,4.49498,5.00986,4.65102
"NINJ1",2.95374,2.27136,2.13041,2.2678,1.9384,2.01419,2.34345,2.14615
"NINJ2",1.3274,2.25296,1.73364,1.08824,1.39775,1.60752,1.46825,1.91636
"NINL",1.2486,1.01502,1.40905,1.47887,1.46949,3.20503,0.877823,1.15905
"NIP7",3.78859,2.58313,3.03356,3.30088,3.4182,2.51794,2.85042,2.93758
"NIPA1",1.62161,1.42583,1.60392,1.51696,2.23992,1.64334,2.59359,1.62873
"NIPA2",4.00094,4.77362,4.88202,3.38584,2.37775,3.59144,4.04979,4.60818
"NIPAL1",3.83502,3.19919,2.75807,3.2738,3.05451,2.56791,3.15006,2.82544
"NIPAL2",3.07208,3.777,3.67717,2.57932,3.22595,2.37466,3.89052,2.96763
"NIPAL3",2.84743,3.20732,3.65919,2.50056,1.14701,3.70525,3.10952,2.94258
