"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"NIPAL4",0.909373,0.662339,0.756382,0.632313,1.70591,0.478917,0.594494,0.83254
"NIPBL",3.70752,4.68026,4.30096,2.56474,2.66852,4.22688,4.12473,3.77902
"NIPSNAP1",3.52296,2.84543,2.8404,3.82911,3.04296,3.15125,2.01821,3.73091
"NIPSNAP3A",1.08885,1.2293,1.37547,1.15989,1.20504,1.18976,1.15414,1.24198
"NIPSNAP3B",1.90748,0.953949,1.3867,1.43218,2.78478,1.5989,3.80599,1.03634
"NISCH",5.95071,5.56409,5.6683,4.20578,4.73958,5.92783,5.80187,5.41245
"NIT1",1.9556,2.06965,2.0541,1.77921,2.45662,1.66149,1.51626,1.89436
"NIT2",2.92026,3.26853,4.32711,2.94035,1.7782,2.87884,4.69003,4.44799
"NKAIN1",1.5509,1.37829,1.50538,1.52814,1.58127,1.62594,1.27186,1.85842
"NKAIN2",0.246054,0.24873,0.277523,1.10286,0.670245,0.374794,0.315767,0.21121
"NKAIN3",0.267269,0.332215,0.146029,0.632313,0.751527,0.657237,0.15901,0.66463
"NKAIN4",1.45331,1.35588,1.57474,2.1137,2.01563,1.31175,1.60387,2.01633
"NKAP",2.06441,2.61272,1.91816,1.44737,2.40868,2.65106,2.57443,1.84199
"NKAPL",1.72274,0.479095,0.839598,2.3735,1.65601,1.8111,1.15101,1.11262
"NKD1",2.06177,3.25597,2.32932,2.66452,1.86179,2.60018,1.27186,3.11832
"NKD2",1.27666,1.08509,1.24371,0.723952,1.46694,1.54465,0.696158,0.865872
"NKG7",2.19814,1.46513,0.786536,2.29957,1.11758,1.37465,1.68138,2.06009
"NKIRAS1",1.76723,2.85354,2.4756,3.08614,1.77682,4.36783,3.14625,2.76152
"NKIRAS2",2.60198,1.81467,1.4931,1.21282,1.78928,1.7471,1.53077,1.60552
"NKPD1",1.02472,0.526883,1.31434,0.453892,0.924781,1.30462,0.468279,1.13341
"NKRF",1.05701,1.51219,1.34063,1.59082,1.50285,0.417206,1.39403,1.08885
"NKTR",5.47242,5.7703,5.62687,5.3855,5.67475,5.09396,6.15896,5.62352
"NKX1-1",1.97461,1.68732,1.2526,2.06327,1.50282,1.11001,0.620636,0.84577
"NKX2-1",1.28105,1.44812,1.65606,1.09553,1.45461,1.34847,0.956061,1.32923
"NKX2-2",0.415536,0.140821,0.146029,0.539095,0.945765,0.340224,0.66463,0.0819753
"NKX2-3",1.07236,0.844376,1.05771,1.6905,2.64313,1.31019,1.60133,1.08651
"NKX2-5",1.00136,0.954571,1.26657,1.79133,2.16093,0.952637,1.11598,1.3709
"NKX2-8",0.559107,0.879609,1.07277,0.786347,0.816043,0.40625,0.657058,0.658522
"NKX3-1",0.0239957,0.526653,0.00448716,1.26681,1.49499,0.164366,0.671305,0.297683
"NKX3-2",0.609405,0.384726,0.396625,0.632313,1.78665,0.432196,0.378343,0.423085
"NKX6-1",0.871726,1.04011,0.478917,0.663624,0.563657,1.02614,0.561124,0.545194
"NKX6-2",0.488902,1.3827,1.06543,0.501406,0.501406,0.588926,0.214629,0.852004
"NKX6-3",2.28574,2.37967,2.53464,2.88341,1.57189,2.03721,1.65852,1.95557
"NLE1",1.20504,1.1,1.13417,0.360498,0.957848,0.602784,0.616729,0.514183
"NLGN1",0.549573,0.545934,0.478917,1.23981,1.18484,1.64117,1.03135,0.832221
"NLGN2",4.76636,3.33626,3.60052,2.57163,4.07791,2.17584,3.04093,3.30422
"NLGN3",0.818206,0.598717,1.01318,1.28659,0.741777,1.51741,0.822566,1.09134
"NLGN4X",0.596513,1.2287,1.34772,1.10831,1.59558,0.883757,1.09117,0.529843
"NLGN4Y",1.16063,0.68418,0.66463,0.664343,0.855119,0.886416,1.0749,0.851568
"NLK",3.79388,3.88676,3.85793,4.04161,3.05971,2.75254,3.65891,3.87897
"NLN",6.77235,7.77597,7.27773,7.38941,7.33188,7.63984,6.4026,8.02888
"NLRC3",0.656201,0.239358,-0.161506,0.634598,0.953863,0.117352,0.558974,0.353786
"NLRC4",2.75387,2.94356,3.03383,3.91059,3.13867,3.32453,3.50946,3.89753
"NLRC5",3.9568,2.96098,2.78893,2.43097,2.8076,3.23821,2.08939,3.62127
"NLRP1",2.62571,2.84162,1.658,1.66672,2.21516,3.30436,2.54231,3.30376
"NLRP10",-0.00930287,0.139542,-0.0107288,0.881542,0.757627,0.781859,0.0916089,0.210045
"NLRP11",0.370712,0.602191,0.510344,0.766821,0.871726,1.43923,0.381207,0.732213
"NLRP12",0.702012,0.699457,0.986679,0.737987,1.24407,1.29653,0.428905,1.00044
"NLRP13",0.621705,1.10655,0.621705,0.324248,1.70918,1.80164,0.694483,0.558632
"NLRP14",2.00634,2.18597,1.72953,2.0177,2.7988,2.37466,1.98688,2.00845
"NLRP2",0.221046,0.1684,0.474526,0.402154,0.459187,0.253708,0.293241,0.881165
"NLRP3",2.54016,2.15876,2.81387,2.92948,1.79018,0.590485,1.82375,1.9066
"NLRP4",0.277717,0.478917,0.2515,0.472491,0.75254,0.271885,0.310588,0.451273
"NLRP5",1.09085,0.755637,0.794455,1.64994,1.31094,1.10361,1.27186,0.790693
"NLRP6",0.560218,0.328479,0.413351,0.534341,0.306079,0.405118,0.13799,0.475707
"NLRP7",0.495135,0.62642,0.666366,1.88283,1.16838,0.495145,0.396604,0.764349
"NLRP8",0.808755,1.26394,0.621964,1.0352,0.935777,1.28997,0.38927,1.23617
"NLRP9",0.740019,0.732494,0.628858,1.12053,1.82608,1.21569,0.13943,0.993671
"NLRX1",2.12388,1.42855,1.5847,1.67344,1.99893,1.69871,1.26635,2.54758
"NMB",0.999228,0.685539,0.905455,0.976386,1.33857,1.29045,1.87879,2.37747
"NMBR",0.306143,0.160642,-0.121096,0.679882,1.7517,0.15729,0.591177,0.498998
"NMD3",4.98418,5.12664,5.40518,4.81488,3.12211,4.95493,4.4802,4.43545
"NME1",4.12261,4.47127,4.92724,4.10385,3.87751,3.72652,3.8725,3.7934
"NME1-NME2",5.9678,6.04563,6.39283,5.50982,4.52985,5.06783,6.28698,5.79566
"NME2",5.9678,6.04563,6.39283,5.50982,4.52985,5.06783,6.28698,5.79566
"NME3",2.16266,1.177,1.32523,1.23958,1.10783,1.5968,1.07127,1.89521
"NME4",4.39166,4.12614,4.51651,3.64919,3.67357,4.70321,5.17561,3.96784
"NME5",1.32865,0.848847,0.559682,0.606166,0.822204,1.5968,1.05611,0.913756
"NME6",0.871726,1.20504,1.05168,1.60143,0.715819,1.16369,1.63421,0.833883
"NME7",4.99786,4.35707,7.36025,5.24218,2.60919,3.40678,4.72988,4.86273
"NMI",3.81015,4.03779,3.81849,3.81712,2.45742,3.80019,3.53707,3.71723
"NMNAT1",2.18508,1.75584,1.41849,2.39401,1.20504,2.37466,1.85732,2.22639
"NMNAT2",1.7083,1.65115,1.35487,1.12203,2.47153,2.03881,1.3442,1.25781
"NMNAT3",0.819982,1.32009,0.671863,1.0165,1.82111,1.16286,1.42103,1.51812
"NMRAL1",3.59653,2.92913,3.08126,3.12815,2.3683,3.08471,2.39448,2.74911
"NMT1",1.77055,2.59905,2.11573,1.79032,1.18945,2.37635,2.75848,2.5199
"NMT2",1.67906,1.73282,1.42528,1.99093,2.71312,2.53042,3.98494,1.20504
"NMU",1.08885,0.674189,0.735414,0.934924,0.825174,1.03213,1.01571,0.843437
"NMUR1",0.851538,1.85093,1.65111,1.04805,0.162428,1.16286,0.435697,1.52584
"NMUR2",0.688293,-0.0299344,0.227888,0.254273,0.871726,0.731796,0.742516,0.164761
"NNAT",2.93515,2.73291,1.86297,2.7826,2.32585,3.62951,4.42034,4.84978
"NNMT",9.68351,8.68331,9.59602,9.07608,8.44899,7.31774,8.12678,7.34092
"NNT",3.18779,2.24695,2.90956,2.32806,0.319945,0.435998,3.59311,2.44746
"NOB1",1.18151,1.9679,1.91506,0.99561,1.14075,2.03708,1.59899,1.94441
"NOBOX",0.986445,0.674189,0.445662,1.18023,0.905338,0.787081,1.02727,0.591213
"NOC2L",1.85637,1.38227,1.51483,1.59824,2.17307,1.15113,1.00142,1.65504
"NOC3L",1.99452,2.43081,2.26791,2.00217,1.23627,3.0443,1.96095,2.75511
"NOC4L",2.78229,1.99692,1.83058,2.35949,1.45691,1.64735,1.03351,1.95115
"NOD1",2.23978,2.01804,1.98482,2.12303,1.71699,2.00406,1.91354,2.20885
"NOD2",1.02465,0.796978,0.784436,0.750337,0.970938,0.660056,0.46682,0.887259
"NODAL",1.23245,1.27929,1.24199,1.19387,1.16687,1.29946,1.00982,0.973343
"NOG",0.445744,0.0348751,-0.0611041,1.17659,1.67954,0.91565,-0.0432377,0.0778849
"NOL10",4.34445,3.93031,3.74388,3.95126,2.36128,3.29756,3.8026,3.7006
"NOL11",0.627143,0.752192,0.655973,1.04789,1.32663,2.0703,1.21934,1.34478
"NOL12",6.47552,5.0339,4.3439,2.96614,5.06773,3.29295,5.09103,4.5363
"NOL3",3.22597,3.38511,2.68788,2.84432,2.9488,3.15047,2.80645,3.34047
"NOL4",0.563175,0.359467,0.459914,1.06416,1.61021,0.607045,0.544711,0.338492
"NOL6",2.12307,1.93736,2.42504,3.40788,1.60447,1.43927,1.6466,1.7602
"NOL7",4.78166,6.08132,6.2222,4.50297,3.55016,5.05518,6.31329,5.89002
"NOL8",3.37149,3.35238,3.40012,3.8683,2.42636,3.29422,3.50805,3.13369
"NOL9",4.17726,4.15588,4.92373,3.44424,3.3472,3.43933,4.85811,4.0257
"NOLC1",2.80464,4.86347,4.75952,2.17919,2.29188,4.79905,4.13088,4.15797
"NOM1",0.812301,1.51992,0.887385,1.19548,0.386365,1.16553,1.71781,1.20879
"NOMO1",5.50723,5.49149,5.72005,5.93054,2.87302,5.78633,5.67124,6.19012
"NOMO2",5.50723,5.49149,5.72005,5.93054,2.87302,5.78633,5.67124,6.19012
"NOMO3",4.8336,4.68597,4.81485,4.77884,2.71744,3.01845,4.33613,4.54021
"NONO",6.72884,7.35902,7.60223,6.54852,6.20289,6.66983,7.6203,6.86969
"NOP10",3.4593,3.59323,4.26088,3.83941,2.23353,3.15836,4.51176,4.29347
"NOP14",1.86584,1.4234,1.97805,2.39019,2.62355,1.31536,2.12026,3.30258
"NOP16",4.07627,4.85033,4.76676,3.16826,3.00766,3.54615,5.39603,4.56405
"NOP2",2.47775,1.99034,2.05863,2.06977,1.92695,1.34671,2.74525,2.47775
"NOP56",4.75651,4.27371,4.47058,3.79089,3.46855,3.95166,3.88558,4.46695
"NOP58",2.80972,1.63099,2.20063,1.69998,1.59558,2.238,2.12299,2.13695
"NOS1",0.770247,0.779033,0.639642,1.40719,1.00401,1.25313,0.286546,0.426923
"NOS1AP",1.53193,1.45751,1.4771,1.44071,1.45987,1.5968,1.00687,1.61085
"NOS2",0.963201,0.851252,0.460544,1.2503,1.23097,0.849187,1.02927,0.758878
"NOS3",0.857134,1.43234,1.1972,2.27047,0.961157,1.18469,1.04195,1.08305
"NOSIP",4.46196,3.05894,3.01724,3.18554,1.99627,3.06784,3.30935,3.95478
"NOSTRIN",1.9307,3.09642,2.34254,1.34814,1.33492,3.93765,3.66878,3.84696
"NOTCH1",2.10879,2.70415,2.52404,2.67348,2.46526,1.9869,3.61078,3.04195
"NOTCH2",5.59919,7.62408,7.58441,5.11617,4.26874,7.72859,7.37142,7.30689
"NOTCH2NL",6.14016,7.00898,6.81676,6.8713,6.98589,6.65641,7.95988,7.08339
"NOTCH3",3.79281,4.62929,4.84344,3.08994,5.19927,3.71105,4.09831,5.30219
"NOTCH4",2.46916,2.72984,3.16203,2.63202,2.92002,1.23513,3.35383,3.1404
"NOTUM",0.834398,0.330899,1.09976,0.955597,0.713219,0.607438,0.587524,1.35286
"NOV",3.10735,3.77571,2.49795,3.06895,2.85198,2.90445,1.5968,2.41995
"NOVA1",1.27245,0.864428,0.179304,1.10493,1.16599,1.23027,2.44667,2.21597
"NOVA2",2.3359,2.33209,2.1235,3.26609,2.45006,2.9909,2.06628,2.61846
"NOX1",1.48575,0.559021,1.02593,2.00847,0.86646,1.5011,0.981377,1.1217
"NOX3",0.124525,0.301528,0.250547,0.375473,0.605837,0.829528,0.281979,0.185274
"NOX4",2.38642,1.88973,2.08489,1.8267,1.83779,2.42434,1.70839,1.83223
"NOX5",1.21832,1.0124,0.933654,1.32561,2.20087,1.74916,0.824302,1.51904
"NOXA1",1.81326,1.52212,1.91931,2.26213,2.12264,1.872,1.55252,2.2006
"NOXO1",1.90357,2.11174,2.0433,2.60451,2.67472,2.91521,1.55334,2.25695
"NPAS1",1.2164,1.70939,1.78232,1.50574,1.80441,1.39223,1.21275,1.84419
"NPAS2",2.06883,3.19057,2.01189,1.53266,2.3568,2.74744,1.20993,1.28027
"NPAS3",3.32013,3.02171,3.12729,3.33237,4.50222,3.30785,3.57256,3.42165
"NPAS4",0.543151,0.0255055,0.428038,1.12762,0.865088,0.794599,0.139542,0.229623
"NPAT",2.19994,2.81199,2.48626,1.56258,2.6857,1.46841,2.55556,2.82213
"NPB",0.403327,0.504735,0.454493,0.955638,0.573538,0.487363,0.489636,0.726885
"NPBWR1",0.372481,0.415626,0.45828,0.48143,2.22252,1.93149,0.558313,0.698609
"NPBWR2",0.134454,0.0667006,0.0241758,0.684394,0.409621,1.73315,-0.079011,0.134095
"NPC1",3.98831,4.22688,4.04547,3.27929,2.85254,4.03749,3.68971,3.44842
"NPC1L1",1.46386,0.834164,1.01273,1.60776,1.59558,1.09302,1.30172,0.826078
"NPC2",5.8651,7.08122,7.11989,6.35454,4.84804,7.62306,7.15196,6.80034
"NPCDR1",0.197358,0.411322,0.208708,0.515437,0.621549,0.406855,0.262581,0.305065
"NPDC1",3.42694,2.47074,1.69354,2.31097,1.98403,2.38319,1.11598,2.36425
"NPEPL1",2.13543,2.23187,2.28228,2.02459,2.02914,2.61673,2.42379,2.28722
"NPEPPS",2.94337,3.37164,3.69756,3.42784,2.70953,2.09449,4.21896,3.22813
"NPFF",1.56409,1.56667,1.61449,1.25466,2.41272,1.94162,2.30664,2.00824
"NPFFR1",1.11594,0.951809,0.714953,1.17276,1.03216,0.78827,0.591003,0.712896
"NPFFR2",-0.0259049,0.112664,0.0797839,0.0945221,0.42524,0.198494,0.0431058,0.098464
"NPHP1",0.172818,0.90568,0.346373,0.738144,1.1082,0.980207,1.13801,0.402542
"NPHP3",4.62642,5.20622,5.06188,4.05446,4.75624,5.696,5.36905,5.35786
"NPHP4",1.41833,2.6783,1.6425,2.46787,1.84252,1.76166,1.73735,1.24458
"NPHS1",0.255715,0.596513,0.330223,0.321095,0.573538,0.96638,0.214763,0.146029
"NPHS2",0.230608,0.232854,0.118234,0.109113,0.600897,0.198494,-0.179787,-0.0187129
"NPIP",8.49617,7.64419,7.75944,7.10974,8.24981,7.01598,8.36615,7.78738
"NPIPL2",4.03217,3.69232,3.23436,4.88675,5.15751,2.77621,4.15326,3.54712
"NPIPL3",7.23685,6.94995,6.49678,6.78112,7.50401,7.13601,7.204,7.63374
"NPL",3.57869,2.14124,2.95438,2.7782,2.79306,2.03815,2.77732,2.38458
"NPLOC4",3.20666,3.04217,3.14041,3.21426,3.19394,3.07029,3.54709,3.63379
"NPM1",9.62353,9.21733,9.35907,9.03756,8.7387,9.35423,9.25303,8.56161
"NPM2",1.058,1.46529,1.07683,1.28835,2.09749,1.03345,1.05115,1.14495
"NPM3",2.77455,2.379,1.89197,1.97564,1.91102,1.69854,1.91102,1.38553
"NPNT",0.971222,2.37853,1.08105,0.831996,0.986445,0.720984,0.93735,1.23291
"NPPA",1.79845,1.43436,1.79845,1.75584,1.28489,1.53341,0.478241,1.2111
"NPPB",0.859669,1.11631,0.956576,1.28061,1.46819,1.00904,0.76101,1.52652
"NPPC",-0.196892,-0.049084,-0.261413,0.269081,-0.134614,-0.219309,-0.263354,0.0961908
"NPR1",3.99151,4.05066,3.0256,3.49929,2.94846,3.7374,5.75134,4.86952
"NPR2",1.82856,1.31454,1.44619,1.02481,1.79619,1.88392,1.88344,2.07352
"NPR3",0.546747,0.432693,0.627806,1.11409,0.535818,1.40663,2.06289,0.378554
"NPRL2",1.37695,1.91943,2.17186,1.68933,1.59027,2.26422,1.81014,1.73447
"NPRL3",2.11112,1.46239,1.2847,1.60382,1.82694,1.43789,1.32449,2.57082
"NPSA",-0.0205326,0.383046,0.127863,0.279393,0.461746,0.779862,0.032283,0.440766
"NPTN",3.91392,5.23644,5.6344,5.35237,4.05466,5.7127,4.97937,5.0991
"NPTX1",1.32072,1.01844,1.34857,1.99606,1.26589,1.43595,1.0258,1.01869
"NPTX2",2.47495,0.577147,2.89807,0.450846,0.660261,0.453433,0.744575,0.381101
"NPTXR",0.766433,0.854463,0.965988,0.693382,1.59558,0.563909,0.725699,0.629819
"NPVF",0.215979,0.270074,0.384222,0.477522,0.440217,0.235199,0.139542,0.212034
"NPW",0.55875,0.195562,0.181957,0.594549,0.852868,0.44314,0.451873,0.0269187
"NPY",0.207968,-0.0695795,-0.183393,0.100062,0.0997859,0.132656,0.13238,0.287745
"NPY1R",1.06286,1.36125,0.225599,0.879545,1.91949,1.33618,4.47899,3.02197
"NPY2R",2.1762,1.64136,1.42017,1.36933,1.54071,1.92632,1.67849,1.21031
"NPY5R",0.478385,0.357079,0.46506,0.591358,0.737198,0.977179,2.07281,0.659634
"NPY6R",0.667027,0.142509,0.199762,0.503983,0.311922,1.21069,0.16917,0.256192
"NQO1",1.87242,2.02296,1.31351,1.70958,1.45771,2.88053,4.82418,5.2074
"NQO2",2.24142,2.88111,2.96869,2.80203,2.45122,2.55735,3.86867,3.49863
"NR0B1",0.880555,0.899621,1.02167,0.983486,1.15534,2.12571,0.250748,1.00232
"NR0B2",2.1766,2.08474,1.78826,3.24853,2.84944,2.37466,1.67459,2.31123
"NR1D1",4.73961,3.50393,4.3583,3.14671,4.79758,3.52882,4.96306,4.31514
"NR1D2",2.46742,2.44302,5.33887,1.57167,1.87958,2.62772,5.02739,4.80704
"NR1H2",1.19256,0.669756,0.408604,0.752101,1.86424,0.685908,0.229634,0.352515
"NR1H3",2.20713,2.21665,1.87879,1.54438,1.92272,1.97982,3.18141,3.1077
"NR1H4",1.94936,0.839808,1.05087,0.743667,1.20504,1.5968,0.489637,0.557678
"NR1I2",0.913642,0.630592,1.01716,1.16675,1.20504,0.75397,0.369715,0.447968
"NR1I3",1.05229,1.49916,1.34347,1.33244,1.61789,1.50864,0.760401,1.08743
"NR2C1",0.886601,1.53529,1.11656,0.542458,1.70232,2.11736,1.538,2.52117
"NR2C2",2.445,1.57362,2.75785,1.92363,0.637482,1.28665,1.61884,1.84431
"NR2C2AP",4.65604,4.78075,3.70223,3.90883,3.92549,4.32973,4.22804,4.38836
"NR2E1",0.655764,0.541936,0.619325,0.598171,0.553535,0.432792,0.51122,0.6197
"NR2E3",0.900737,1.08348,1.5244,1.6624,1.79218,1.60662,1.64172,1.5317
"NR2F1",2.55015,4.94638,4.16767,2.72993,2.06338,5.52956,4.18574,3.55329
"NR2F2",7.8412,7.57018,7.17509,7.33652,8.3623,7.16357,7.24648,7.14177
"NR2F6",2.11294,1.67236,1.96883,1.8172,2.25289,2.53517,1.34255,1.88831
"NR3C1",4.61309,4.95117,4.58838,4.90374,4.91428,4.05528,5.67701,5.64313
"NR3C2",1.68544,1.49368,1.41952,1.21587,1.27547,3.13358,1.6266,2.21181
"NR4A1",3.10735,1.57362,2.98277,1.85149,3.35887,2.01421,0.66463,1.62439
"NR4A2",2.7917,1.95781,5.53559,3.19921,3.55793,1.5968,2.13041,2.24655
"NR4A3",4.16906,2.13282,6.16037,2.80924,4.56947,2.54447,1.2487,1.6205
"NR5A1",1.75991,1.3323,1.5599,1.56686,1.612,1.46569,0.736952,1.50236
"NR5A2",1.07004,1.22432,1.36515,1.30292,1.19433,0.642631,0.99124,1.5707
"NR6A1",1.74606,1.5073,1.79443,1.14312,2.24971,2.47824,0.831447,1.83788
"NRAP",0.67898,1.18687,0.71533,1.03451,0.952285,0.854747,0.360622,0.763962
"NRARP",3.01352,3.40211,4.24567,2.61705,2.64797,2.83794,2.95865,4.04835
"NRAS",3.15805,4.20538,3.70752,3.2319,2.51441,3.15703,3.52807,3.88563
"NRBF2",4.61761,3.9939,4.75191,2.62168,3.20891,2.17224,3.29279,2.51202
"NRBP1",4.50882,3.34214,3.75872,2.73055,3.25178,2.62786,3.26692,3.06088
"NRBP2",3.03987,3.40073,2.04694,1.9169,2.59879,3.95618,3.98971,4.16906
"NRCAM",2.02521,1.75584,2.91406,2.11853,2.06868,1.13135,1.26412,2.31146
"NRD1",4.07116,3.88972,3.85311,2.92787,2.36866,2.07489,3.96143,3.67012
"NRF1",2.1237,2.3105,1.02776,0.953877,2.86345,1.54077,0.949399,1.73117
"NRG1",4.65048,0.745881,2.20255,1.55017,1.70178,0.75745,1.84963,1.75584
"NRG2",0.405288,0.254064,0.203584,0.806789,0.698545,1.00327,0.470336,0.454406
"NRG3",0.327612,0.306054,0.398389,0.254273,0.205716,0.836114,0.362541,0.271881
"NRG4",0.162744,0.212411,0.218898,0.143737,0.573538,0.198494,0.369715,0.522289
"NRGN",1.05342,0.902703,1.03058,1.11858,1.73604,1.07454,0.639626,0.828592
"NRIP1",4.09053,4.39136,4.34473,4.16552,2.33647,4.31797,4.66713,4.07661
"NRIP2",1.70896,2.06611,1.11696,1.22874,0.742457,0.493266,1.12161,1.61478
"NRIP3",2.41219,1.35411,2.05336,1.13617,1.99842,1.31554,1.6361,0.997335
"NRK",2.19245,2.31482,2.54226,1.07786,1.38686,1.06327,0.371916,0.770591
"NRL",0.101498,0.543721,0.495745,0.253423,0.526672,0.283629,0.897371,0.609039
"NRM",1.84758,1.68991,1.4631,0.729749,0.958528,1.30078,0.96769,1.40159
"NRN1",2.31194,4.03565,2.69226,2.37651,2.65886,3.82359,4.38947,4.38836
"NRP1",5.35633,5.31339,5.34807,4.82035,3.83843,3.49805,5.42438,4.50357
"NRP2",5.8291,4.8713,5.47684,4.67209,4.5426,3.0847,6.05213,3.89606
"NRSN1",0.507759,0.305765,0.399569,0.273439,0.975353,0.351303,0.543835,0.477118
"NRSN2",0.596513,0.267807,0.114659,0.340631,0.334195,0.13002,0.207057,0.283113
"NRTN",0.832187,0.650205,0.567511,1.65918,1.497,1.07988,0.832187,0.71934
"NRXN1",1.16415,0.801305,1.53398,1.74882,3.00184,1.36879,1.30867,1.52291
"NRXN2",1.37611,1.54137,1.28344,1.37982,2.53787,1.46898,1.26509,2.20273
"NRXN3",1.61197,0.97165,1.45818,0.64413,0.766025,1.97437,1.29674,1.07292
"NS3BP",1.72217,0.849254,0.536727,2.08257,0.500969,0.548833,0.683031,1.56204
"NSA2",5.65372,7.16447,6.43569,5.84818,5.75576,6.9296,7.53918,7.19642
"NSAP11",0.22733,0.204229,0.310036,0.926124,0.24176,0.20054,0.29784,0.328017
"NSD1",3.87994,2.79266,3.08323,2.80642,2.68427,2.54621,2.90539,2.68599
"NSDHL",2.16257,2.04522,2.1701,2.41097,0.651049,2.19093,2.87899,1.75584
"NSF",2.9507,2.99615,2.72847,2.56474,4.1854,2.83711,2.66134,2.76306
"NSFL1C",2.95472,2.11481,2.71873,2.68781,2.46067,1.93332,2.84008,2.71589
"NSL1",1.59493,2.99905,1.63183,2.3933,1.88103,2.9266,2.11407,1.99884
"NSMAF",3.39251,3.41781,3.12705,2.98547,3.96524,4.00361,3.30805,4.13739
"NSMCE1",3.05386,3.03181,2.83708,3.13308,1.88461,2.39079,2.7357,2.78093
"NSMCE2",1.61836,2.18831,3.1612,2.33647,1.71833,1.80585,2.72632,2.03666
"NSMCE4A",4.64556,5.38384,4.51298,3.94288,4.30912,5.69555,5.80468,5.47088
"NSUN2",3.92571,4.58776,4.4864,4.24552,4.801,5.03041,4.7316,4.77342
"NSUN3",1.42323,1.6918,1.5219,1.18409,1.46203,2.1056,1.07207,1.49626
"NSUN4",1.76142,1.40932,1.93268,0.701927,1.22477,2.19865,2.49031,0.851785
"NSUN5",4.15295,4.09378,3.30144,3.63122,2.78284,2.54321,3.44533,3.66901
"NSUN5P1",4.76794,5.29129,4.02497,4.2071,4.6047,4.67425,4.19357,4.38806
"NSUN5P2",3.48738,3.95553,2.83708,3.20426,3.227,2.99756,3.46436,3.48029
"NSUN6",2.76181,2.75605,2.47106,2.96681,2.69793,2.01587,2.48597,2.65168
"NSUN7",0.596513,0.983497,0.859252,0.954283,1.16015,0.770491,0.685933,0.771155
"NT5C",1.61388,1.71059,1.57948,1.7233,1.73939,1.70463,1.42103,1.56276
"NT5C1A",0.765856,0.739271,0.18395,0.685037,0.108353,0.779862,0.285143,0.604783
"NT5C1B",0.58161,0.440736,0.376062,0.602232,0.436657,1.10547,0.481547,0.420077
"NT5C2",2.37022,3.25547,2.93665,2.35648,3.45962,3.17493,3.21056,3.15356
"NT5C3",1.55933,2.32268,2.347,1.30138,2.39366,2.59048,2.53729,2.72073
"NT5C3L",2.38693,2.44342,1.64617,1.23581,1.54317,2.16177,1.91921,2.92449
"NT5DC1",1.55025,3.03969,3.07169,1.1351,1.63461,1.28265,3.64322,2.84777
"NT5DC2",2.345,1.53746,2.25983,1.42424,0.527034,0.525587,0.913916,1.73387
"NT5DC3",0.596513,0.761787,0.819734,1.26172,1.27218,1.33137,0.463181,0.481875
"NT5DC4",1.99483,1.25806,1.20213,1.15751,0.986445,1.1535,1.36303,1.36706
"NT5E",3.02441,3.18745,2.24284,0.864532,1.81671,3.10274,1.23599,1.32397
"NT5M",0.73695,0.784155,0.819074,0.893002,0.596933,-0.0473086,0.179767,0.316882
"NTAN1",4.58338,5.39766,4.92928,3.6318,1.37118,5.24303,5.5266,4.87853
"NTF3",2.00291,1.3558,1.7677,1.69876,2.10063,1.68711,1.3765,1.84582
"NTF4",0.305765,0.130092,0.173227,0.30346,0.871726,0.638533,0.332327,0.205958
"NTHL1",1.25189,0.735174,0.704578,0.388569,0.401882,0.627903,0.433711,1.18574
"NTM",4.85185,4.79753,5.41629,4.5265,3.51398,2.64829,4.81326,3.47069
"NTN1",1.16573,0.720372,0.902531,0.910952,1.24003,1.07593,1.11598,1.17539
"NTN3",0.20564,0.296124,0.187277,0.256308,1.22356,0.188853,-0.0891938,0.654989
"NTN4",1.09856,1.22878,0.909373,1.72429,1.72429,1.8691,2.57271,2.93698
"NTN5",2.5618,1.85878,2.1013,1.8609,1.86199,1.84305,1.45588,2.14855
"NTNG1",0.717971,0.859289,0.805631,1.27842,1.12182,1.36243,0.570891,0.674293
"NTNG2",4.72627,2.1566,3.18766,3.57319,3.6289,2.47541,2.01776,2.53844
"NTRK1",0.321962,0.363336,0.17379,0.0911842,0.42471,0.246651,0.201385,0.325529
"NTRK2",1.83187,3.86572,0.978211,2.96341,3.34105,4.12587,4.74376,5.20258
"NTRK3",1.24708,1.13837,1.03997,1.49849,2.17629,1.11562,1.40488,1.70261
"NTS",0.28314,0.126716,-0.0910122,0.578995,0.321828,0.00534356,0.195622,-0.129845
"NTSR1",0.660499,0.184758,0.551297,1.1566,1.31431,0.836661,0.0551714,0.891449
"NTSR2",0.388305,0.335865,0.318385,0.340409,0.934106,0.674024,0.286546,0.416531
"NUAK1",6.47962,6.16678,6.95566,6.19009,5.56111,5.01983,5.86576,6.22368
"NUAK2",1.43277,1.15857,1.21601,1.15571,1.32085,1.5968,1.06049,1.2562
"NUB1",5.04361,6.17279,5.18554,3.43047,4.04299,4.83438,6.3202,5.68781
"NUBP1",2.18344,2.7062,2.75385,1.7786,1.04985,0.700748,1.83623,2.21745
"NUBP2",1.8106,1.59656,1.05391,0.926131,0.954776,2.05929,1.254,1.54408
"NUBPL",0.850234,0.850349,1.05592,0.879545,0.795001,1.12715,1.52549,1.35286
