"gene_symbol","module_color","MM","MM_pvalue","GS","GS_pvalue"
"NR4A2","salmon",0.727300951064504,0.0408945543392551,0.41979750708231,0.300466671446624
"ICAM1","salmon",0.920019602711363,0.00120356184239386,0.844680685250889,0.00831004250062513
"DNAJC14","salmon",0.771455927761507,0.0249619112705755,0.45246280380491,0.260307692917062
"ADAMTS1","salmon",0.917506521367285,0.00131805682031,0.690457771077007,0.0579997740909989
"MICAL2","salmon",0.814838610506193,0.0137481864517068,0.872994447640404,0.00464616477380814
"JMJD6","salmon",0.921130532960906,0.00115509214991542,0.61612448676358,0.103830297137878
"MYL9","salmon",0.829565134882724,0.010848823438505,0.744096502392949,0.0342662375949943
"GEM","salmon",0.684358784236936,0.0611814673420432,0.509615404847377,0.197020288733064
"RAB31","salmon",0.851028912759703,0.00736913130295672,0.75471924591867,0.0304381305995011
"SOD2","salmon",0.818945068666077,0.0128959634118405,0.721507068766554,0.0433481384783333
"LILRB2","salmon",0.794740443536033,0.0184281143623089,0.727122691915669,0.0409687528864605
"B4GALT1","salmon",0.769571558437274,0.0255451958337883,0.597037856147787,0.118127563977576
"S100A12","salmon",0.733934244381282,0.0381913432478285,0.394692959996428,0.333216603663921
"TNFRSF11B","salmon",0.848227770568421,0.00777543044571136,0.881925033761619,0.00375957457682502
"KLF6","salmon",0.731878429307656,0.0390171216878159,0.387101637135492,0.343432742011655
"VSNL1","salmon",0.848188434966543,0.00778123522874518,0.739687479930333,0.0359373032843437
"HSPA5","salmon",0.657457970867233,0.0764348549832,0.768698747493195,0.0258181937640506
"WISP1","salmon",0.78562621741141,0.0208393146062614,0.682843121936035,0.0619878712340849
"ALCAM","salmon",0.761085407913898,0.0282761022512142,0.895239796986945,0.00265317860812564
"PTGS2","salmon",0.879951120817849,0.00394519746058343,0.546944470025812,0.160646265694779
"FST","salmon",0.711790304068197,0.047658879070346,0.457253488413897,0.254657565986072
"COL10A1","salmon",0.883569831783614,0.00360927835231849,0.613618626935981,0.105647675538604
"LOC100132767","salmon",0.229222736570649,0.58502513776138,0.379878953199136,0.353284847454295
"CCNL1","salmon",0.949864838649697,0.000303313933724744,0.597356407953211,0.117880344038162
"THBS2","salmon",0.717543426764244,0.0450767725084067,0.715375243935288,0.0460397046706994
